1720093192.572353,0
1720093192.82157,1
1720093192.871913,0
1720093193.079544,1
1720093193.082722,0
1720093193.105356,0
1720093193.105356,1
1720093193.113056,0
1720093194.018774,1
1720093194.02525,0
1720093194.047307,0
1720093194.050304,0
1720093194.283645,0
1720093194.292597,0
1720093194.318197,0
1720093194.318197,0
1720093194.325201,0
1720093194.327161,0
1720093194.327161,0
1720093194.337056,0
1720093194.34379,0
1720093194.346934,0
1720093194.351686,0
1720093194.405898,0
1720093194.405898,0
1720093194.420923,0
1720093194.423621,0
1720093194.423621,0
1720093194.429117,0
1720093194.429117,0
1720093194.436279,0
1720093194.439338,0
1720093194.442122,0
1720093194.442122,0
1720093194.446466,0
1720093194.449992,0
1720093194.454635,0
1720093194.455547,0
1720093194.472011,0
1720093194.473822,0
1720093194.478982,0
1720093194.481054,0
1720093194.481054,0
1720093194.484744,0
1720093194.487906,0
1720093194.491548,0
1720093194.534003,0
1720093194.541737,0
1720093194.551904,0
1720093194.554767,0
1720093194.560476,0
1720093194.563982,0
1720093194.635011,0
1720093194.635011,0
1720093194.651971,0
1720093194.655066,0
1720093194.735336,0
1720093194.735336,0
1720093194.748327,0
1720093194.748327,0
1720093194.791812,0
1720093194.797295,0
1720093194.798828,0
1720093194.802581,0
1720093194.802581,0
1720093194.809533,0
1720093194.814326,0
1720093194.816939,0
1720093194.816939,0
1720093194.823314,0
1720093194.867242,0
1720093194.876897,0
1720093194.884076,0
1720093194.972068,0
1720093194.972068,0
1720093194.983401,0
1720093194.986517,0
1720093194.994261,0
1720093194.994261,0
1720093195.000336,0
1720093195.004282,0
1720093195.009774,0
1720093195.027237,0
1720093195.027237,0
1720093195.033639,0
1720093195.037812,0
1720093195.040611,0
1720093195.045879,0
1720093195.105715,0
1720093195.166169,0
1720093195.24852,0
1720093195.264635,0
1720093195.501771,0
1720093195.541662,0
1720093195.548318,0
1720093196.7982,0
1720093196.812309,1
1720093196.824941,0
1720093196.853746,0
1720093196.853746,0
1720093196.860502,0
1720093196.860502,0
1720093196.860502,0
1720093196.868954,0
1720093196.868954,0
1720093196.873085,0
1720093196.877358,1
1720093197.116361,1
1720093197.17421,0
1720093197.17421,0
1720093197.17421,0
1720093197.181539,0
1720093197.185104,1
1720093197.210333,0
1720093197.216363,0
1720093197.257427,0
1720093197.321804,1
1720093197.510401,1
1720093197.730565,1
1720093197.809316,1
1720093198.753474,0
1720093198.801405,0
1720093198.801405,0
1720093198.807564,0
1720093198.915468,0
1720093198.915468,0
1720093198.931972,0
1720093199.264596,0
1720093199.30433,0
1720093199.30433,0
1720093199.311714,0
1720093199.313572,0
1720093199.313572,0
1720093199.320907,0
1720093199.321966,0
1720093199.326935,0
1720093199.330441,0
1720093199.335228,0
1720093200.023876,0
1720093200.027233,0
1720093200.027233,0
1720093200.033413,0
1720093200.033413,0
1720093200.040757,0
1720093200.044049,1
1720093200.076885,0
1720093200.104863,1
1720093200.277924,1
1720093200.332903,0
1720093200.408853,0
1720093200.415262,0
1720093200.417965,0
1720093200.422363,1
1720093200.464318,1
1720093200.464318,0
1720093200.958457,0
1720093200.958457,0
1720093201.201395,0
1720093201.201395,0
1720093201.21702,0
1720093201.220955,0
1720093201.220955,0
1720093201.224867,0
1720093201.224867,0
1720093201.230829,0
1720093201.233449,0
1720093201.237551,0
1720093201.262359,0
1720093201.26289,0
1720093201.26289,0
1720093201.26972,0
1720093201.272231,0
1720093201.273065,0
1720093201.517096,0
1720093201.517096,0
1720093201.819968,0
1720093201.819968,0
1720093201.819968,0
1720093201.86041,0
1720093201.866207,0
1720093201.866207,0
1720093201.896289,0
1720093201.897975,0
1720093201.900953,0
1720093201.928048,0
